label,text
0,All I see are dead people.  Everywhere. What's three more?
0,"Alright, the ho train is exiting the station. They're coming to you..."
1,"Cause I don't forgive you, I don't forgive you for dying."
0,"She says...the jungle came alive, and took him..."
0,"Dammit, Janet."
0,How can I argue with the Captain of the Enterprise? What was the name of that Planet... Veridian III?
0,"Welcome to Sea World, kid."
1,If he does his job we'll launch flares and hold our position 'till the cavalry comes.
0,"You got two feet, Sethe. Not four!"
1,"things are so bad, even the liars are complaining."
1,That's just the sort of thing my father and I discussed.
0,I knew there was a reason I wore a skirt today.
0,"I miss her. I asked her to marry me, and she asked me to move out."
1,"Morgan, the guy from 23, right?"
0,Maybe we at war with Norway.
0,See how hard You make me angel.
1,"Well what are you waiting for, bitch?"
1,"He was talking to Mr Deng too, and, well, you know, I was thinking..."
0,"I looked for you in my closet tonight. It's crazy, I don't know where you came from but. I like you."
1,He means it as testimony of his concern for--for the cruel situation in which you find yourselves.
1,"Tell me how proud you are, Shifu!"
0,All he wanted was some mu-shu.
1,You're not going to like it in Chicago.
0,"Yeah, I decided not to park here."
1,How does it not even cross your mind that you might want to have a future with somebody?
0,Sometimes it's a hard world for little things.
0,Don't touch the Rolex.
1,I was talking with someone!
1,And just what exactly are the Chinese doing here in the middle of the American desert anyway?...
1,"It's too late in the game to be having these problems, David."
1,"Oh, I think we're going to have several."
0,"Consequences, schmonsequences."
0,Watching the bitch trash my car doesn't count as a date.
1,"Oh, poor Larry."
1,"Kind of gal Alyssa is, you don't think she's been in the middle of an all - girl group-grope?"
0,"We were talking of London, ma'am, and all its--diversions."
0,Why do men insist on measuring their dicks?
0,"Type ""Cookie"", you idiot. I'll head 'em off at the pass."
0,Hey. At least I'm housebroken.
0,"You know, I don't get out to the movies much. But I'd have to say Bluntman and Chronic was Blunt-tastic!"
1,It is as Oogway foretold -- You are the Dragon Warrior.
0,Where are all the white people?
0,"What's your damage, Heather? You ruined my..."
0,I'm going to go call Angie. Make up some bull shit.
0,"There are no such things as werewolves. Please, dear boy, have some pity."
1,"Well then, maybe he can go to Zook's barn-raising, eh?"
1,What you're doing to my neck...
0,You guys don't take anything seriously do you? That's not on a hard drive?
0,Guess that changes our relationship a bit huh?
0,"You're not going to shoot, Sean. Not this bitch. She's worth thirty-seven million pounds."
1,"And if someone like me doesn't write it, where they gonna get it?"
0,You know what I hate? It's always the assholes that pass the tests.
1,I don't even know why I came here!
1,"By the way, how was it out there?"
0,"Honey, there's a spider in your bathroom the size of a Buick."
1,"Only one spot in Gotham serves these bi- zonal, bi-coastal needs..."
1,"They say I'm a madman, Barton, but I'm not mad at anyone."
0,Why are there people like Frank. Why is there so much trouble in this world.?
0,"Nigger, I eat everything. I eat pussy. I eat the butt. I eat every motherfuckin' thang."
1,"Is the marriage off then, Miz Wharvey?"
1,That Portuguese son of a bitch is dangerous.
0,"I had this image of you, inside of me, like a part of me."
1,"Lt. Mitchell, would you please try to shoot it again?"
1,"You can be in charge that long, can't you?"
0,He jests at scars that never felt a wound.
0,"If there is one thing I can't stand about sleeping with women, it's all the fucking mind reading."
1,"Well, guess if it was trickeration he'd just do me, huh?"
1,"It's nice to meet you, Mrs. Cook."
1,"Now, if everybody just keeps playin' it cool -- and I'm talking to you, too, Richie -- everybody's gonna get what they want."
1,"You always gotta get the last word, don't you?"
0,"We'll be moving on, now that your sign no longer appears to be impeding our forward progress."
1,He was obviously able to handle it.
1,It's my turn now.
1,"Okay, maybe that's a good thing."
0,"Find yourself a farmer's daughter with nice big fucking tits, and shake that ""bye-bye."" Send it to Sacramento, John .. I sniff grief .."
0,Paranoia's only reality on a finer scale.
0,"Don't piss me off, junior.  Or I will repaint this office with your brains."
1,"Feels good to win, doesn't it?"
0,Trying to get something real by telling yourself stories is a trap. Trust me on that one.
0,Mind if I use the portable keyhole?
1,"It's not so surprising, then, if an organism deprived of earthly vision-"
1,When you backed me you needed somebody named Deeds to bump the other fella out of office.
1,With you as her mother her father could be anybody in Actors' Equity!
0,Look at him. Why doesn't he just lick them when they walk by?
0,"I good you bid evening. Sofialooks at her watch, and the situation."
0,You replaced Scott with a lesbian?
1,"Neither did I. Shit, neither did the studio."
0,You don't find it depressing that Homer Wells is picking apples?
0,The biggest mistakes in my life have been haircuts.
1,It's time we were away.
0,"Professor Marvel never guesses -- he knows! Now, why are you running away?"
1,And how will you make him keep it?
1,"No, Brother; I resigned only yesterday."
1,"But I believe that, as a species, human beings define their reality through suffering and misery."
1,If it ain't rainin' we ain't trainin'!
1,"No, it just makes you doubly"
1,"Laurie, jeez... Come on."
0,Sky people can not learn. You do not See.
1,What do you want me to say?
1,"Oh good, there's nothing to eat."
1,"Nothing but undeveloped, unevolved, barely conscious pond scum."
0,Have you guys got something against dalmatians?
1,"Like I told ya, all I saw was sand."
1,"But won't the feline eventually tire of his lonely perch and, pining for his master's affection, return on his own initiative?"
1,"Then maybe this isn't what he wants, but this what he was hoping for."
0,Feel like pleading for your life?
0,"No. I gave you Jerr to see him eaten, not to see you fed."
0,A strange wang right in my palm.
0,Like I said. Ain't me you gotta worry about.
0,"No, Im fine, really. Nothing a bottle of Jack and a straight razor cant fix."
1,So help me I mean it!
1,I know this will come as a pleasant surprise for you...
0,Speak into the microphone.
0,Set course for Vulcan.
0,"Kids, did you do your homework?"
1,"If your husband is awake, say you couldn't sleep and went out for some air."
0,Holdin' my penis... What a lovely way of sayin' how Much ya like me...
0,Sometimes I guess there just aren't enough rocks.
0,"The puddle man is outside, majesty."
0,I can't hear anything.
0,But biology and the prejudices of others conspired to keep us childless.
1,Clearly you're looking for someone with more of a clinical background.
0,"There is no us, you psychotic bitch."
0,"I understand, Sam. I hope life is everything you remember it to be."
0,Don't bet on it. Last time I had a pap smear the guy needed leather gloves and an oyster shucker.
0,Why ain't you a sweet little thing? His boney digit caresses her lips.
0,Think they're trying to poison me?
1,Hoover knew a lot of gangsters.
0,Everything we know about you guys is wrong.
1,"I'd like a pistol, please."
1,I don't really know anything about it.
1,"No cold feet, or any other parts of our anatomy."
1,Put the whip down and I might respect what you're saying...
0,"Yeah. And with friends like you, who needs friends?"
1,"Mission control to Chuck, come in..."
1,She's as harmless as... one of these stuffed birds.
1,"So if that dope doesn't arrive, for whatever reason - Cousin or no cousin - don't let me down."
1,"No human being could do these horrible things, right?!"
1,I should've wasted the bitch when I had the chance.
0,You're going to regret this for the rest of your life.  Both seconds of it.
1,"That shall be to you better than light, and safer than a known way."
1,You show me a son who'd almost be happy to help him.
1,"Yeah, if I live through this, they'll probably hang me."
0,"Guard the boat, mind the tide... Don't touch my dirt."
1,That's right -- I'm at last going out on a date with the great Janine and I just want to be sure I've picked the right t-shirt.
1,"I don't need a lecture on ethics, Jim, okay?"
1,Supportive letters from prison while I'm being kicked out of our home?
0,I cannot see his color.
1,"Whoa, careful down there, you almost hit us."
0,We have come to visit you in peace -- and with good will.
0,"Since you like chicks, right.. do you just look at yourself in the mirror all the time?"
1,This kind of murder...
1,Do I backseat drive when you're tailing a hitman?
1,"Oh, yeah, well, I guess you're too small to run away on me if I take this off!"
1,Bet the last place you ever go.
0,I'm ready to shoot.
0,Have you ever been on television?
0,Who knocked up your sister?
1,"They even look like they're gonna Start something, buffalo 'em."
0,I'm sorry... you met me at a very strange time in my life.
0,Sarcasm is the recourse of a weak mind.
1,"If you let them in here, they will kill you."
0,"Hey, look. Hey! Every time they run, you take a shot."
1,But -- the hat looked good.
0,"My ass be dumb, but I'm not a dumbass. Go sit over there on the couch."
1,Edward and I have been secretly engaged these five years.
1,All I know is nothing's as it should be.
0,He didn't die???? I ask you to kill Superman and you're telling me you couldn't even do that one simple thing??!!!
1,Why does Westley need helping?
1,"Listen, what's your name?"
1,We're just good patriotic Americans like yourself.
0,My oath of celibacy is on record Captain. May I assume my duties?
0,"All I'm saying is when you're hanging on by your fingernails, you don't go waving you arms around."
1,The rabbit's wife?
0,"Stars are ageless, aren't they?"
0,"What? We ain't got any needles here, kid. Just a big fucking gun."
0,Even his hands are oily.
1,"which must be out west somewhere, 'cause she made it all the way to California."
0,"She's still in love with the dead guy, anyway."
0,Risk is part of the game if you want to sit in that chair.
1,Am I in it?
0,"Well, at least they haven't tried to bite us."
0,These things are like smart bombs. Point `em in the right direction and shit gets real.
0,"Well, you have your war."
0,All I want--all I have ever wanted is the quiet of a private life but my mother is determined to see me distinguished.
1,I ain't down enough for y'all --
1,"Maybe they were once, but they're not now."
0,Me too. Greenville is so boring. Any other city in the world and you'd still be a virgin.
0,"And get your filthy pig knuckle off my desk! Stu is taken aback by Stephanie's outburst. He retreats to his desk in confusion. Stephanie sits, rattled. A drop of blood falls onto a piece of paper on her desk. The blood is trickling from her nose. Stephanie grabs a tissue to halt the bleeding. She looks down to see a large black fly land upon the drop of blood. She gasps and stands, her mind racing. She knows what she must do. She finds Mrs. Ganush's loan documents. She stuffs them into a folder, grabs her purse and bolts for the exit. Mr. Jacks engaged with a customer, calls after her:"
1,"God, even you want to tell me what I can't do."
0,The color guard is colored!
1,You know that I can't tell you.
1,Before it's too late!
1,I came in the front.
0,"Open the door, sweetie. I know we don't look so good, but your mommy and daddy love you."
0,"God, I'm so sick of Seymour."
1,I came through that gate alone.
0,"I am a pretty piece of flesh! I am a pretty piece of flesh! Me, they shall feel while I am able to stand; I am a pretty piece of flesh!"
0,You can't argue with taste?
1,Six blocks up - three blocks over.
1,So what've you been up to since then?
0,"And then Black Beauty couldn't take it any longer, and he finally did some of his own mounting."
0,Maybe he'll adopt me.
0,"I have a special surprise for you, Mommy. Kate eyes her warily. No idea what to expect."
0,Beautiful.... beautiful butterfly...
0,Come with me if you want to live.
1,I think it was a simple case of wanting to be a man again after all that abortion business.
0,I don't believe this before Abe jive. I didn't go to night school to sing in no Mississippi Boys Choir!
1,"No, there is nothing for me there."
1,"It's cool, I'm just looking."
0,"You got a talent for statin' the obvious, son Muchachos! Venga afuera!Brazos arribas!"
1,But you must promise not to live too far away.
1,"Times being what they were, I accepted the job, -- retaining my balloon against the advent of a quick get-away."
0,"Pour the drink, faggot-ass!"
0,"Why didn't you ""bus a cap in his ass"" then Tommy? Mind you, you would do more damage if you threw it at him."
0,Bet you wish you'd stood in bed...
1,We've had our people looking everywhere for Him.
0,You brought your bitch to the waffle house?!
0,"You're not confused, are you?"
1,But when Matty sees a way to get rid of both of them at once.
1,"Can I borrow one of those, man?"
1,I'm sorry I put us asunder.
1,I've got a proposition for you.
1,I didn't see you killing any vampires.
1,Let's get the hell out of Russia.
1,Say what you were supposed to say in the cafeteria.
0,"Yeah yeah, ""kill that poor woman."""
1,What is the world coming to when you kill a guy for baby laxative?
0,Pool on the roof must have a leak.
0,I could calculate your chances of survival -- but you won't like it.
0,"What are you, Jimmy Olsen cub reporter for the Daily Asshole?"
1,I decided not to park here.
0,'cause I'm the poet and you're my muse
0,Uh-uh. You don't get to tell me what to do. Ever again.
1,"I own some stock in some of the hotels, but only very small amounts."
0,That's all right. maybe she could have fooled me. But... She didn't fool my mother.
1,This is Chicago as it exists today.
1,"wondering if I could come down to Savannah to see her, and that's what I'm doing here."
1,I mean there's someone besides your mother you've got to forgive.
1,This report is maybe twelve years old.
0,We do that to Creed an' they'll take us to jail for murder.
0,James Norrington. What has the world done to you?
1,I think you're afraid to find out.
1,I will not give him up to them.
0,"Fuck the loofah, let's go."
0,I wish there was some way I could... just... pay the fine and go home.
1,Let's go to some place with class.
0,The thing that haunts a guy is the stuff he wasn't ordered to do.
0,"""Go back to your banana tree, nigger."" No use telling them I came from Tottenham."
1,My playpen used to be in her studio.
1,"The quartet was in my file, along with every other thing I had done since high school, see?"
1,The data could be called pain.
0,What a strange person.
0,"Is this off the record, Daddy-o? In that case, let me sum it up for you real quick. If I answer that question you keep asking me, if I give you the name of the ""Big Enchilada"", y'know, then it's bon voyage, Deano - I mean like permanent. I mean like a bullet in my head. You dig? Does that help you see my problem a little better? You're a mouse fighting a gorilla. Kennedy's dead as that crab meat. The government's still breathing. You want to line up with a dead man?"
0,"Mrs. Collins, if that's your son, I'll eat my yardstick. Not only will I put that in writing, I'll swear to it in a court of law and in front of President Calvin Coolidge himself if I have to."
0,You've no need of your weapons with me Gurney Halleck.
0,"I hope you had a hell of a piss, Arnold."
0,"No, but forty is the last age you can see a woman photographed in a wedding gown without the unintended Diane Arbus subtext."
0,Long live the fighters!
0,"I don't know about you, but I intend to write a strongly worded letter to the White Star Line about all this."
1,"We can't let those gang-bangers get away, man..."
0,Don't translate asides.
1,"Come on man, I gotta fly."
1,"""Eight is enough to fill our lives with love..."" It's a real turn on."
1,"Even the Vild hall clock of galvanized steel, resting on the Klipsk shelving unit."
1,""" They have been to the circus, you know what I'm saying?"
1,Not necessarily the way they happened.
0,That boy's as stubborn and mulish as a sheep!
1,"After a while, I thought I'd imagined the whole thing."
0,Dr. Zaius! Would an ape make a human doll that talks?
0,"Don't remove the gangplank, Sidney; you may wanna get back on board."
1,Head of network sales at thirty.
1,"I'm like that--rather be where the action is, you know."
1,"Yeah, I could find this Lebowski guy--"
1,"Did you know Nietzsche said, ""all good consciousness, all evidence of truth comes only from the senses""?"
0,"Well, I don't think you should tell her she doesn't have blood."
1,"Not in the mood, I guess."
1,"All ship's functions going to automatic, Captain."
0,They're always winning. Until they lose.
0,I'm tired and emotional.
0,Sy Ableman was a serious man!
1,"He was your ally for twenty years, Leonid."
0,One chop to guy's neck. And it's all over. They're the sharpest things in the world. They can hack through anything. And...
1,What <u>is</u> all this stuff?
0,"You of all people should know, Terry: in your hotel, there's always someone watching."
0,"You're gonna pay, fucker."
0,"And they know very well that if I fall, they all come tumbling down after me."
1,I'll have to think about it.
1,Just had a crazy dream.
0,Glad to be weirdly close. Millicent and Caden study each other.
1,Your partner told me he was under the weather.
0,I am Jack's Cold Sweat.
0,"Go back to China, bitch!"
1,"You're right on the money, Julie."
1,"With all these historical landmarks in town, where are they going to put the condominiums?"
0,Are you out of your Vulcan mind? No human can tolerate the radiation loose in there!
1,It's a waste of time.
0,"Once a ham, always a ham. <U>You</U>, an actor! And don't for- get, my dear Maxwell, the police will be glad to find you. Max is very contrite--smiles wanly. Clears his throat. MAXWELL Hm--I did not mean I wouldn't--"
1,I'm only a droid and not very knowledgeable about such things.
0,"Finished playing with yourself, Lenny?"
1,She says a lot of things.
1,I don't have this mountain of available time...
0,"""Listen to Tommy with a candle burning and you will see your entire future..."""
0,You'll wind up a Hindu. Respecting all forms of life -- however small...
0,Our love is God. Let's get a Slurpee.
0,"I have no friends, only relations."
0,Yo waistoid...you're not gonna blaze up in here!
1,What happened to you last night?
1,Shut up and get down here!
0,I now declare this bridge open.
1,"Some people I know, they're planning to rob The Golden Lion."
0,"Hurry up, dear. Getting cold."
1,That how you gonna stand?
1,"As soon as I find the white pigeon, you're paid!"
0,What are we hoping to find here that equals the worth of a turd?
1,"All right, boys, itsy authorities!"
0,Is that what you're worried about? Looking bad at the PTA?
0,People who talk in metaphors can shampoo my crotch. Eat up.
0,Whyn't you go back home to your papa?
0,"What kind of rat-bastard psychotic would play that song -- right now, at this moment?"
0,"I love you, Nickie, 'cause you know such lovely people!"
1,"I mean it's kind of an important day for you, isn't it?"
0,I challenge Davy Jones.
1,"We got to swipe us another set of wheels right away, or we won't get anywhere."
0,The night time is the right time.
1,"Well, I think we should just make our delivery as soon as possible, don't you?"
1,He had a heart attack in jail and got knifed in his bed at Boston City Hospital.
1,Now you can have yours.
1,"All right, I get it."
0,What I like and what I. need are two different things.
0,"What's wrong with you, David? All you have to do is say, Excuse me, I've been sitting here since the start of the Millennium and I'd really like some action from you before the end of the world. I'll go."
0,Bring your pretty face to my axe!
0,The things I have to do for my country.
1,The infant looks at her older brother.
0,"Awww, fuck it Dude. Let's go bowling."
1,Never put off tomorrow what you can put off today.
0,"I'm a hair's breadth from riddling you with holes, Doctor --"
0,You better get a good lawyer.
0,A Muslim must be strikingly upright. Outstanding. So those in the darkness can see the power of the light.
1,I'm too strong for you.
1,Tyler also worked as a banquet waiter at the luxurious Pressman Hotel.
0,"He's here, isn't he? Do you think, sir, when he dies he'll go to the dog and cat heaven?"
1,"I guess... when people think you're dying, they really listen, instead..."
0,Can you look destiny in the eye without flinching?
0,"to life in prison, just for skimmin' a casino... sick or no fuckin' sick, you knew people were gonna get clipped. So, the day of the arraignment, they had this meeting right in the back of the court-house."
0,"And what, to flog a horse that if not at this point dead is in mortal danger of expirin', does the dotted square represent?"
1,Do not know how many more are in the vicinity but I am taking steps for another visitation.
0,It's the simple things In life you treasure.
1,It woulda been more humane to stake me down and leave me to the crows.
1,That's past -- that's over and done with...
0,"Everything green on my boards, Skipper."
1,"You're a hot dog But you'd better not Try to hurt her, Frank Furter."
1,would you page my daughter Brigitte please?
1,Perhaps he was dictating.
0,The planet is breaking up around us.
1,It does what ever the fuck I tell it to do!
0,Well. That was brilliant.
0,The first and most important rule of gunrunning is never get shot with your own merchandise.
1,"Yeah, but Saul, he's a fucking drug dealer."
0,I know that sometimes the shit comes down SO heavy I feel like I should wear a hat.
1,"He's got to... All these years, runnin', dodgin', knowin' we were after him... Now we caught up..."
1,Will you see that Mr. Sheldrake gets it?
1,And soon we shall say the same of that infernal Unicron.
1,"So since we spend much money here, we do have some say."
0,Now all we need is a skin.
0,"How are things in the pimp business, hey Sport?"
0,"Okay ramblers, let's get to rambling. Wait a minute, who didn't throw in?"
1,"It's only two thousand dollars,  Bloom, do me a favor, move a few decimal points around."
0,I avoided capture using the Mak'tar stealth haze.  Where is everyone?
0,"You will never age for me, nor fade, nor die."
1,"Makeup, silly clothes, a little man saying 'darling' every two seconds..."
1,Good luck on your important thing.
1,"Not interrupting anything, I hope."
0,"What landed you this job, pushing ""pamcakes""? Punctuality? What was your area of expertise?"
1,"Just try puttin a bag over his head, and hear what kinda sounds he makes."
0,"I get darn sick of picking up after a gang of fast-talking salesmen dumb enough to sell life insurance to a guy that sleeps in the same bed with four rattlesnakes. I've had twenty- six years of that, Walter, and I --"
1,Hey... this is just a little throw- up -- it's nothing to be so embarrassed about.
1,Hate to be an Indian-giver but I'm gonna have to ask for my gun back.
0,"Dog eat dog, brother. Dog eat dog."
0,"I beat you, you old bitch! Next time take your Geretol! The old woman bends down, beneath Stephanie's view. Stephanie looks about. Where'd she go? The old woman pops up into view, raising a chunk of concrete and... CRASHI Stephanie SCREAMS as the window shatters. The old woman's head juts into the cart She clamps her toothless maw down upon Stephanie.'s chin. Suckling it, gumming. The old woman's good eye rolls about in ecstacy. Stephanie SHRIEKS as she pushes the slobbering head away. Strands of spittle form a bridge from the old woman's mouth to Ste phanie's jaw. The old woman's wrinkled hands grope about the front seat. She finds her dentures, now damaged from the fight. She GRUNTS as she jams them back into her mouth. She comes at Stephanie, mouth wide open and SHRIEKING! Stephanie grabs the wooden ruler from her cardboard box and shoves it down the old lady's throat. Mrs. Ganush gags, trying to retch up the ruler."
0,"Get a goddamn job, Al. You've got a negative attitude. That's what's stopping you. You've got to get your act together. I'll help you."
1,We'll never know what Shinzon might have been.
1,What if God was one of us.
0,"If you stop, you die."
0,"I'm not blowing you off! I just want to be alone for a little bit. Trust me - I have a lot of things I gotta take care of. If we're friends, which we are, you'll understand."
0,"Don't take any guff from these swine. Now we need a sound store with the finest equipment. Nothing dinky. One of those new Belgian Heliowatts with a voice-activated shotgun mike, for picking up conversations in oncoming cars."
0,"Louise... no matter what happens, I'm glad I came with you."
0,We can't stay here looking for her. She doesn't want to be found...
1,Will you read it for me?
0,"Where did you pick up that cheap trick?  Come on, boys."
1,"For a day, for another day, the stain slowly spreads along the horizon, and takes form - until on the third day you let yourself believe."
1,I have such a deep admiration for guys that roll around on the floor with other guys!
1,"All I'm saying is they've got people who handle these things, David."
0,"So Duffy, got any theories to go with that... tie."
0,I think I'm having a nervous breakdown.
0,Who's been holding up the damn elevator?
0,"Yeah, well, your best better get a helluva lot fuckin' better, or you're gonna feel a helluva fuckin' lot worse."
0,"We can't hold out forever, but we can give them one whopper of a repair bill."
0,"Ok Mr. Two Time Grand Prix, Five time WRL, future Hall of Fame, teach me something."
1,Why didn't you say something?
0,Mr. Hammond is dying to see you guys.
0,Sorry. I was just trying to be nice.
0,The eye patch was a nice touch.
0,Welcome to America's Weirdest Home Videos.
0,I believe the word you're looking for is...A-A-A-A-A-G-H-!
1,"And from what I've heard, Lucy's making their life miserable - that's our girl."
1,"Captain, shall we raise our shields?"
0,This really looks like Hawaii here.
1,Ain't skated since I was fifteen -- That's when I started fightin' -- gotta watch the ankles.
1,"Sydney, I can't challenge the school bully to a fight just because he picked on my girlfriend."
0,What are you gonna do when you get home?
1,"Between take-off and landing, we have our time together, but that's all we get."
0,"Come on, Louise. Don't blow it. Let's go."
1,Let's just leave it there for now.
0,You're pretty sexy when you get angry...grrr!
1,"And so, let us begin Lifeline Exercise No."
1,"We can move in the other three -- up, down, forward, backward, sideways."
0,Your daughter. Her name is Hope.
1,And now you're all grown up -- and I'm - uh - um --
0,Yes! Lying is always a very effective dating tool.
1,and you come home to this.
1,"Ronnie, come on baby, we gotta go."
1,"It's more than that -- lately, I haven't been feeling a connection to --"
0,Your eyes can deceive you. Don't trust them.
1,I'll be in to read you a story.
1,I died enough for one night.
1,We were bringing it back from Hong Kong.
0,I don't know. I guess that's the way it crumbles -- cookie-wise.
1,"So...it was hot out today, no?"
1,"It's your sick little scene now, Steven: enjoy."
0,"Why be afraid of tomorrow? Today's all we have, and all we know."
1,Did you see the look on Hoover's face?
0,I don't know... I'm always looking out of my own eyes...
0,"In a world where the dead are returning to life, the word `trouble' loses much of its meaning. He wants money."
1,"Yes, things are going quite well."
0,If this is a crush... then I don't know if I could take the real thing if it ever happens.
0,"You are a savage creature.  John Spartan, I wish you to leave my domicile now!"
0,"Ya know, that was the best flying I've seen since Nam... ...Right up to that part where you got killed."
1,"Suicide gave Heather depth, Kurt a soul, Ram a brain."
1,"Anyway, I guess you could say me and Momma was on our own."
1,"And even if you were on target, a bullet might not penetrate his hide."
0,I wish we could just go nowhere.
0,I can't believe I'm on a first name basis with these people...
1,Time waits for no man.
0,Every second we stand here arguing is a second lost.
0,Somebody put me back in the fridge.
0,Anything about that seem unusual to you?
0,A person doesn't change because you find out more.
1,"What the hell you doin', Grace?"
0,"Yeah, well, I'm from Buenos Aires, and I say kill'em all !"
1,I have hurt you and I am sorry for it.
1,"And even though it was years ago, there's not a day that goes by that I don't wonder what went wrong."
0,Women is such fools!
0,I play a lot of Xbox.
1,It's the last door on the right.
0,"Eat your waffles, fat man."
0,"Can you learn to see in the dark, Captain?"
0,You shouldn't be callin' people ugly little shrimps. Oscar. Unless you're referrin; to the family resemblance in your brother here.
1,I'll start by following the shoreline.
0,Last time I leave you in charge.
0,"Still rooting for you, mate!"
0,"Unhand me, you mechanical moron."
1,A tale more horrible than all the rest combined!
0,"Aw, please, sir -- this job, it's all I got!"
0,Who let Dr. Doolittle in? Emilio steps in immediately.
1,I think you're not as accustomed as I am to eating in public.
0,No one kills him but me.
0,Think of it! In times like these.
1,Why don't I slip into something comfortable?
0,"Tell that fuckin' Pepe if he's switching stones on us, he'd better take a fuckin' camel -"
0,"He'll deliver more justice in a weekend, than ten years of your courts and tribunals. So stay out of his way."
1,A hell of a lot of people have lived on that land since then.
1,These men may be the only defense you've got.
0,"Damn, my eyes are tired from reading that movie."
1,And speaking of an oldie but goodie...
0,Welcome back Jack... to the house of addiction.
1,It has the ability to consume organic material at the subatomic level.
0,This'll be easier than I thought.
1,"I know it doesn't matter, but on my inner thighs."
0,"Come on, d'Artagnan. We haven't got all night."
1,"When it got cold, I decided to go to Paris and see what the real artists were doing."
0,We should've gotten him a live chicken.
1,"Bugger, bugger, bugger, bugger, bugger, bugger...!"
1,Go to the Sunset Sheraton.
1,"All we want is to be treated like human beings, not like guinea pigs to be experimented on and not like bunny rabbits to be patronized."
0,She supplies the whole southwest with chicken feed.
0,No Vietcong ever called me nigger.
0,Who looks stupid now.
0,"It gets easier, doesn't it? Once you open the door it never closes."
0,Slippery little suckers...
1,Don't make a sound unless I say.
0,"Well, I couldn't come down in my bathrobe."
1,"Victor, this isn't the way to --"
1,Can you try and reach into my left jacket pocket?
0,Real diamonds in a wig. The world we live in...
1,"Suck my dick, Suck my dick."
0,"From the sound of your footsteps, I gathered that you were not in a particularly amiable mood."
1,"It's all part of your image, I don't believe a word of it."
1,"Billy wants to change, too, Clarice."
1,"O, be some other name!"
1,That's the smell of ghosts.
1,There's probably one in the basement.
1,"I'm just here to do a job, just like the rest of these..."
0,"If you are a minority of one, the truth is the truth."
0,"Suck my dick, every one of you bastards..."
1,Will you do it for me Carl?
1,You came and got me out of my room.
0,Mrs. Robinson - if you don't mind my saying so - this conversation is getting a little strange. Now I'm sure that Mr. Robinson will be here any minute and -
0,"""Oh, I don't like to be beside the seaside.."""
1,Won't stop until he finds it.
1,"Every time we get in trouble, you go blank or plead insanity or some such shit, and this time... Not this time."
0,There is now a level zero.
0,This is all going to end badly.
1,"That's my bankroll, my life's savings."
0,How the fuck can you grin? How the fuck could you grin?
1,"Kerns, Adukwu, help get the civilians off the freeway."
1,"How long have you known him, Bob?"
0,I'm sorry you're sick.
0,Now who's this mother fucker?
1,You got me pretty fucking curious.
0,"Dear God. I've failed again, haven't I?"
0,It's my lot in life to be surrounded by beautiful women.
0,Why do they always run?
1,"I put you out front for Del, you put in your transfer to Briar Ridge the very next day."
1,I just asked one of the detectives downtown.
1,"We're just here to carry your light, aren't we?"
1,"We would have gone with The Rock, but it was taken."
0,Chip is off to a fine start this year. Focused...conscientious... participates actively in classroom discussion.
0,Either pull the trigger or get that thing out of my face.
0,"Yeah? Well, kids don't like their parents to get divorced."
1,And then we take the precious and we be the master.
0,No little girl can ever make me come.
1,"Your authority as governor, your influence in London, and your loyalty to the East India Trading Company."
1,Could you take a look at this...
0,"When you get tired of Cagney and Lacey, come find me."
1,Golly I never knew it could be so exciting.
1,"But wait, how can that be?"
1,The same thing nearly happened to me!
0,You never know. Lightning could strike.
1,"It's gotta be quick, it's gotta be dramatic, you got to have an enemy."
0,"We aren't going to have a war. We're going to have the ""appearance"" of a war."
0,"Mathematics is the only truly universal language, Senator.  We think this may be a beacon -- an announcement to get our attention."
1,"Oh, you remember my name do you?"
0,"Maria, you are incorrigible."
1,I want more uniforms on the streets.
0,"If you want to play with animals, Mr. Walsh, join the circus."
0,"Sydney? Sydney, Congress doesn't take this long to--"
1,"No, but it's OK. Simon's gunna try to get me a job on the garbage truck."
1,We have monitored a large explosion in your sector.
0,Ingenious costume.  Let me guess ... Trust-fund goody-goody?
1,There may be an unforeseen mechanical failure.
1,I had never seen anything like it.
1,"We don't want another Pearl Street Bridge, do we?"
0,I thought you meant the other Italian restaurant I asked you to marry me in.
1,I love throwing your dog down the garbage chute.
1,"My pleasure ... but to be honest, I did have a slightly ulterior motive here."
1,"You don't happen to remember the plan I outlined to you the day I set fire to your off -- uh, the day I was promoted?"
1,"Is that you, you little brat?"
0,"Ten. ""X"" marks the spot."
0,"Sorry, the wind caught it."
0,"Me Grimlock want to munch metal! Slag barrels into Sharkticons, making a quick shishkebob out of them, while..."
0,"What didn't you do, stick man? Unfortunately, you don't have the balls to back up the actions of your huge cock."
0,And this is English courage.
0,Okay then... Are you positive your mother's a bitch? Just kidding.
0,I wouldn't bring up Paris if I were you. It's poor salesmanship.
0,Schmucks are people too you know. Death doesn't seem a little harsh?
1,Ambrose has photographs of newspapers with loads of money piled on them -- thirty- seven million on the London Times.
1,There's a lady knows your play by heart.
1,The property you want that he possesses.
1,I'm in charge here!
1,"If he starts yapping, he's a loser; if Puffy's relaxed...well, you got yourself a keeper."
1,"Yes, the Justice, that's right."
1,I'm just a dude trying to make a buck.
0,"I figger a man's only good for one oath at a time... I took mine to the Confederate States of America... So did you, Reverend..."
